Circuit Name,HFTD Tier(s),De-Energization Date and Time (PDT),Counties,Restoration Date and Time (PDT)
MOLINO 1103,NON-HFTD,10/26/2019 19:50,"SANTA ROSA,
SEBASTOPOL",10/31/2019 19:00
MOLINO 1104,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 19:50,"SEBASTOPOL,
SANTA ROSA",10/30/2019 18:17
MONROE 2103*,"TIER 3,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:02,SANTA ROSA,10/31/2019 11:26
MONROE 2107*,"TIER 3,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:12,SANTA ROSA,10/31/2019 11:57
MONTE RIO 1111,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 19:50,"CAZADERO,
MONTE RIO,
JENNER, VILLA
GRANDE,
DUNCANS
MILLS,
GUERNEVILLE",10/31/2019 17:26
MONTE RIO 1112,TIER 3,10/26/2019 19:50,"MONTE RIO,
CAMP MEEKER,
OCCIDENTAL,
SEBASTOPOL,
GUERNEVILLE",10/31/2019 13:28
MONTE RIO 1113,TIER 3,10/26/2019 19:50,"GUERNEVILLE,
RIO NIDO,
MONTE RIO",10/31/2019 12:54
"MONTICELLO
1101","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:37,"NAPA, LAKE
BERRYESSA,
SUISUN CITY",10/31/2019 19:48
MORAGA 1101,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 22:05,ORINDA,10/28/2019 18:57
MORAGA 1102,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 22:02,ORINDA,10/29/2019 10:15
MORAGA 1103,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 22:02,"MORAGA,
ORINDA",10/28/2019 16:33
MORAGA 1104,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 22:07,"ORINDA,
LAFAYETTE,
MORAGA",10/28/2019 15:56
MORAGA 1105*,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 22:07,"MORAGA,
CANYON",10/29/2019 12:47
"MORGAN HILL
2104*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:25,MORGAN HILL,10/28/2019 13:17
"MORGAN HILL
2105*","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:05,"MORGAN HILL,
GILROY, SAN
MARTIN",10/29/2019 18:13
"MORGAN HILL
2109*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 22:19,MORGAN HILL,10/28/2019 10:35
"MORGAN HILL
2110*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 21:24,"MORGAN HILL,
SAN MARTIN",10/28/2019 10:11
"MORGAN HILL
2111*","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:36,"MORGAN HILL,
SAN JOSE",10/29/2019 15:24
"MOUNTAIN
QUARRIES 2101","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 19:57,"COOL, PILOT
HILL,
GREENWOOD,
GEORGETOWN,
GARDEN
VALLEY",10/30/2019 14:44
NAPA 1102,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:20,NAPA,10/28/2019 14:25
NAPA 1112*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:20,NAPA,10/31/2019 11:56
NARROWS 2101,TIER 2,10/26/2019 19:20,"BROWNS
VALLEY,
SMARTVILLE",10/30/2019 16:22
NARROWS 2102,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 19:08,"PENN VALLEY,
NEVADA CITY,
SMARTVILLE",10/30/2019 15:08
NARROWS 2105,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 18:52,"PENN VALLEY,
ROUGH AND
READY,
SMARTVILLE,
GRASS VALLEY",10/30/2019 15:18
NEWBURG 1131,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 22:42,"FORTUNA,
ALTON,
HYDESVILLE",10/28/2019 11:45
NEWBURG 1132,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 22:42,FORTUNA,10/28/2019 11:47
NEWBURG 1133,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 22:42,FORTUNA,10/28/2019 13:57
"NORTH BRANCH
1101","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/27/2019 00:09,"VALLEY
SPRINGS,
CAMPO SECO,
BURSON, SAN
ANDREAS",10/28/2019 17:33
"NORTH DUBLIN
2101","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:23,"DUBLIN, SAN
RAMON,
PLEASANTON",10/28/2019 11:33
"NORTH DUBLIN
2103","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:29,"DUBLIN,
PLEASANTON,
LIVERMORE",10/28/2019 20:38
"NOTRE DAME
1104*","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:06,"FOREST RANCH,
CHICO",10/28/2019 16:48
NOVATO 1102,NON-HFTD,10/26/2019 20:25,NOVATO,10/29/2019 14:08
NOVATO 1103,NON-HFTD,10/26/2019 20:25,NOVATO,10/29/2019 14:10
NOVATO 1104,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:04,NOVATO,10/29/2019 14:39
OAK 0401,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 21:28,"KENSINGTON,
BERKELEY, EL
CERRITO",10/28/2019 15:02
OAKHURST 1101,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/27/2019 13:41,"OAKHURST,
AHWAHNEE,
RAYMOND,
MARIPOSA",10/29/2019 15:45
OAKHURST 1102,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/27/2019 13:41,OAKHURST,10/28/2019 14:47
OAKHURST 1103,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/27/2019 13:41,"OAKHURST, YOSEMITE NATIONAL
PARK, FISH
CAMP,
AHWAHNEE,
WAWONA,
BASS LAKE",10/30/2019 16:37
OLEMA 1101,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:25,"INVERNESS,
POINT REYES
STATION,
OLEMA,
MARSHALL,
NICASIO,
LAGUNITAS",10/29/2019 17:06
OLETA 1101,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/27/2019 01:08,"PLYMOUTH,
SUTTER CREEK,
AMADOR CITY,
DRYTOWN, IONE",10/30/2019 09:20
OLETA 1102,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/27/2019 01:10,"PLYMOUTH,
FIDDLETOWN,
RIVER PINES",10/29/2019 16:32
"OREGON TRAIL
1102","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 19:01,"REDDING,
SHASTA LAKE",10/30/2019 15:12
"OREGON TRAIL
1103","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 19:15,"REDDING,
BELLA VISTA",10/30/2019 15:04
"OREGON TRAIL
1104","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 19:15,"REDDING, PALO
CEDRO",10/30/2019 12:58
ORICK 1101,NON-HFTD,10/26/2019 22:20,ORICK,10/28/2019 13:23
ORICK 1102,NON-HFTD,10/26/2019 22:20,"ORICK,
TRINIDAD",10/28/2019 13:24
ORINDA 0401,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 22:05,ORINDA,10/28/2019 18:56
ORINDA 0402,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 22:05,ORINDA,10/28/2019 18:56
ORO FINO 1101,TIER 3,10/26/2019 17:57,MAGALIA,10/30/2019 13:47
ORO FINO 1102,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:57,"FOREST RANCH,
MAGALIA,
BUTTE
MEADOWS,
STIRLING CITY",10/30/2019 16:48
PACIFICA 1101,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:06,PACIFICA,10/28/2019 15:45
PACIFICA 1102,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:09,PACIFICA,10/28/2019 15:15
PACIFICA 1103,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:10,PACIFICA,10/28/2019 15:26
PACIFICA 1104,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:10,PACIFICA,10/28/2019 14:39
PALO SECO 0401,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 23:35,"OAKLAND,
PIEDMONT",10/29/2019 13:07
"PANORAMA
1101*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:02,COTTONWOOD,10/30/2019 15:49
"PANORAMA
1102*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:01,ANDERSON,10/30/2019 15:06
PARADISE 1103,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:45,PARADISE,10/30/2019 15:15
PARADISE 1104,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:45,PARADISE,10/30/2019 14:20
PARADISE 1105,"TIER 3,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:45,"MAGALIA,
PARADISE",10/30/2019 13:33
PARADISE 1106,"TIER 3,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:45,PARADISE,10/30/2019 12:52
"PAUL SWEET
2102*","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:21,SANTA CRUZ,10/28/2019 10:37
"PAUL SWEET
2104*","TIER 3,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:42,"SANTA CRUZ,
SOQUEL",10/29/2019 14:23
"PAUL SWEET
2105","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:32,SANTA CRUZ,10/28/2019 18:15
"PAUL SWEET
2106","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:27,"SOQUEL,
CAPITOLA,
SANTA CRUZ",10/29/2019 01:11
"PAUL SWEET
2107*","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:21,"SANTA CRUZ,
DAVENPORT",10/28/2019 19:46
"PAUL SWEET
2109*","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:13,"SOQUEL, APTOS",10/28/2019 08:57
PEABODY 2106*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 14:56,VACAVILLE,10/30/2019 14:27
PEABODY 2108*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 16:18,FAIRFIELD,10/30/2019 09:29
PEABODY 2113*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 16:00,FAIRFIELD,10/30/2019 13:37
"PENNGROVE
1101*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:57,"PENNGROVE,
PETALUMA",10/31/2019 12:55
PENRYN 1103,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:13,"NEWCASTLE,
PENRYN,
AUBURN,
LOOMIS, PILOT
HILL",10/28/2019 18:47
PENRYN 1105*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:09,"NEWCASTLE,
PENRYN,
LINCOLN",10/30/2019 15:30
PENRYN 1106*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 18:19,LOOMIS,10/28/2019 19:32
PENRYN 1107,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:00,"LOOMIS,
PENRYN,
GRANITE BAY,
NEWCASTLE",10/29/2019 14:32
"PEORIA FLAT
1701","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/27/2019 00:13,"GROVELAND,
CHINESE CAMP,
JAMESTOWN",10/29/2019 12:37
"PEORIA FLAT
1704","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/27/2019 00:15,"COPPEROPOLIS,
JAMESTOWN",10/29/2019 17:17
"PEORIA FLAT
1705","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/27/2019 00:18,"JAMESTOWN,
SONORA",10/29/2019 12:56
"PETALUMA A
0411",NON-HFTD,10/26/2019 21:07,PETALUMA,10/28/2019 18:03
"PETALUMA A
0413",NON-HFTD,10/26/2019 21:07,PETALUMA,10/28/2019 18:05
"PETALUMA C
1108*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:17,PETALUMA,10/29/2019 10:35
"PETALUMA C
1109*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:26,PETALUMA,10/28/2019 19:23
PHILO 1101,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:44,"BOONVILLE,
YORKVILLE,
PHILO",10/31/2019 03:26
PHILO 1102,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:44,"PHILO,
COMPTCHE,
NAVARRO",10/31/2019 03:03
PIERCY 2110*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 21:14,SAN JOSE,10/29/2019 17:55
PIKE CITY 1101,TIER 3,10/26/2019 18:24,"CAMPTONVILLE,
NORTH SAN
JUAN",10/31/2019 15:11
PIKE CITY 1102,TIER 3,10/26/2019 18:24,CAMPTONVILLE,10/31/2019 18:19
"PINE GROVE
1101",TIER 2,10/26/2019 17:52,"PINE GROVE,
JACKSON,
SUTTER CREEK",10/30/2019 14:10
"PINE GROVE
1102","TIER 3, TIER 2",10/26/2019 17:52,"PIONEER, PINE
GROVE,
VOLCANO,
FIDDLETOWN,
SUTTER CREEK",10/30/2019 16:41
PINECREST 0401,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/27/2019 00:08,PINECREST,10/30/2019 11:52
PIT NO.5 1101,TIER 2,10/26/2019 17:02,BIG BEND,10/31/2019 11:38
PIT NO.7 1101,TIER 2,10/26/2019 17:11,"ROUND
MOUNTAIN,
MONTGOMERY
CREEK",10/31/2019 11:34
PLACER 1101*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:06,AUBURN,10/30/2019 09:11
PLACER 1102,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:05,AUBURN,10/30/2019 11:04
PLACER 1103,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 16:56,AUBURN,10/30/2019 12:00
"PLACERVILLE
1109","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:08,PLACERVILLE,10/30/2019 12:54
"PLACERVILLE
1110","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:08,PLACERVILLE,10/30/2019 13:22
"PLACERVILLE
1111","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:08,PLACERVILLE,10/30/2019 12:58
"PLACERVILLE
1112","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 08:26,PLACERVILLE,10/30/2019 13:45
"PLACERVILLE
2106","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:08,"PLACERVILLE,
GARDEN
VALLEY,
GEORGETOWN, KELSEY,
COLOMA",10/31/2019 20:24
PLAINFIELD 1101,NON-HFTD,10/26/2019 17:41,"DAVIS,
WOODLAND",10/26/2019 18:28
"POINT ARENA
1101","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:44,"POINT ARENA,
MANCHESTER",10/31/2019 00:15
"POINT MORETTI
1101","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 21:16,"SANTA CRUZ,
DAVENPORT",10/28/2019 17:09
"POSO
MOUNTAIN
2103*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/29/2019 21:04,BAKERSFIELD,10/31/2019 13:02
"POSO
MOUNTAIN
2104*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/29/2019 21:06,BAKERSFIELD,10/31/2019 13:32
"POTTER VALLEY
P H 1104","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:44,POTTER VALLEY,10/30/2019 16:59
"POTTER VALLEY
P H 1105","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:44,"POTTER
VALLEY, UKIAH,
UPPER LAKE",10/30/2019 18:21
"PRUNEDALE
1110*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:17,"WATSONVILLE,
SALINAS",10/28/2019 09:09
PUEBLO 1104*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:04,NAPA,10/30/2019 13:55
PUEBLO 1105*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:12,NAPA,10/30/2019 16:53
PUEBLO 2102*,"TIER 3,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:19,"NAPA,
OAKVILLE,
YOUNTVILLE",10/31/2019 13:22
PUEBLO 2103*,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:25,NAPA,10/31/2019 19:15
"PUTAH CREEK
1102*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:49,"WINTERS,
VACAVILLE",10/30/2019 12:24
"PUTAH CREEK
1103*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:47,WINTERS,10/30/2019 12:06
"PUTAH CREEK
1105*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:41,"WINTERS,
DAVIS,
WOODLAND",10/30/2019 11:23
"RACETRACK SUB
1703","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/27/2019 00:08,"SONORA,
COLUMBIA",10/28/2019 13:13
"RACETRACK SUB
1704",TIER 2,10/27/2019 00:11,"SONORA,
JAMESTOWN",10/29/2019 14:06
RADUM 1105*,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 21:51,PLEASANTON,10/28/2019 14:53
RALSTON 1101,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:06,"SAN MATEO,
WOODSIDE",10/28/2019 13:15
RALSTON 1102,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:13,"BELMONT, SAN
CARLOS, SAN
MATEO",10/28/2019 10:36
RAWSON 1103,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:57,"RED BLUFF, SAN
PABLO",10/28/2019 15:02
RED BLUFF 1101*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:00,RED BLUFF,10/28/2019 15:37
"RED BLUFF
1103*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:04,RED BLUFF,10/27/2019 18:57
"RED BLUFF
1104*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:03,"RED BLUFF,
COTTONWOOD",10/28/2019 16:13
"RED BLUFF
1105*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:05,RED BLUFF,10/27/2019 18:03
REDBUD 1101,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:44,"CLEARLAKE
OAKS,
GLENHAVEN",10/30/2019 19:30
REDBUD 1102,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 19:39,"CLEARLAKE,
CLEARLAKE
OAKS,
CLEARLAKE
PARK",10/30/2019 18:21
"RESEARCH SUB
2102*","TIER 3,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:16,DANVILLE,10/30/2019 00:58
RIDGE 0401,TIER 2,10/26/2019 21:59,BERKELEY,10/28/2019 16:09
RIDGE 0402,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 21:43,BERKELEY,10/28/2019 16:13
RINCON 1101,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:08,SANTA ROSA,10/31/2019 12:21
RINCON 1102,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:30,SANTA ROSA,10/30/2019 16:21
RINCON 1103,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:44,SANTA ROSA,10/31/2019 16:31
RINCON 1104,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 18:15,SANTA ROSA,10/30/2019 14:03
"RIO DEL MAR
0401","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 21:37,APTOS,10/28/2019 15:37
RIO DELL 1101,NON-HFTD,10/26/2019 22:40,"RIO DELL,
FORTUNA",10/28/2019 13:11
RIO DELL 1102,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 22:40,"RIO DELL,
SCOTIA,
REDCREST,
HONEYDEW",10/28/2019 13:12
ROB ROY 2104,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 21:37,"WATSONVILLE,
APTOS,
FREEDOM",10/30/2019 16:57
ROB ROY 2105,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 21:37,"APTOS,
WATSONVILLE",10/29/2019 11:21
"ROSSMOOR
1101*","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 21:19,LAFAYETTE,10/28/2019 13:03
ROSSMOOR 1102,"TIER 3,
PARTIALLY
OUTSIDE HFTD",10/26/2019 23:16,WALNUT CREEK,10/28/2019 19:04
"ROSSMOOR
1104*",TIER 2,10/26/2019 23:50,LAFAYETTE,10/28/2019 18:33
ROSSMOOR 1106,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:25,LAFAYETTE,10/28/2019 16:28
"ROSSMOOR
1107*","TIER 3,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:16,WALNUT CREEK,10/28/2019 19:26
ROSSMOOR 1108,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:08,"MORAGA,
LAFAYETTE",10/28/2019 18:10
"RUSS RANCH
1101*",NON-HFTD,10/26/2019 21:03,KORBEL,10/28/2019 17:05
"SALMON CREEK
1101","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 19:50,"BODEGA BAY,
BODEGA,
JENNER",10/31/2019 15:55
"SALT SPRINGS
2101","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:41,"ARNOLD, BEAR
VALLEY,
PIONEER",10/30/2019 15:46
"SALT SPRINGS
2102","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:41,"ARNOLD,
DORRINGTON,
CAMP CONNELL",10/31/2019 17:01
"SAN BENITO
SUB 2104*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 21:19,"AROMAS,
WATSONVILLE,
SAN JUAN
BAUTISTA",10/28/2019 18:02
"SAN CARLOS
1103*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:33,REDWOOD CITY,10/29/2019 10:44
"SAN CARLOS
1104*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:23,"SAN CARLOS,
REDWOOD CITY",10/28/2019 16:44
"SAN JOAQUIN
PH NO 2 1103","TIER 3, TIER 2",10/27/2019 13:33,"NORTH FORK, O
NEALS",10/30/2019 11:00
"SAN JOAQUIN
PH NO 3 1101","TIER 3, TIER 2",10/27/2019 13:33,"BASS LAKE,
NORTH FORK,
WISHON,
OAKHURST",10/29/2019 17:12
"SAN JOAQUIN
PH NO 3 1102","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/27/2019 13:33,"WISHON,
NORTH FORK",10/30/2019 11:35
"SAN JPAQUIN
PH NO 3 1103","TIER 3, TIER 2",10/27/2019 13:32,NORTH FORK,10/30/2019 14:26
SAN JUSTO 1101*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:09,"SAN JUAN
BAUTISTA,
AROMAS",10/28/2019 12:33
"SAN LEANDRO
1109*","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 23:02,OAKLAND,10/28/2019 15:32
"SAN LEANDRO
1114*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:19,"SAN LEANDRO,
CASTRO VALLEY",10/28/2019 14:33
"SAN RAFAEL
1101","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:25,"SAN RAFAEL,
SAN ANSELMO,
KENTFIELD,
LARKSPUR,
GREENBRAE",10/30/2019 00:57
"SAN RAFAEL
1102",NON-HFTD,10/26/2019 20:25,SAN RAFAEL,10/28/2019 19:28
"SAN RAFAEL
1103",NON-HFTD,10/26/2019 20:25,"SAN RAFAEL,
SAN QUENTIN",10/28/2019 19:31
"SAN RAFAEL
1104","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:25,"SAN ANSELMO,
SAN RAFAEL,
FAIRFAX",10/29/2019 17:05
"SAN RAFAEL
1105","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:25,SAN RAFAEL,10/29/2019 22:22
"SAN RAFAEL
1106","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:25,SAN RAFAEL,10/29/2019 15:19
"SAN RAFAEL
1107","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:25,"KENTFIELD, SAN
RAFAEL,
LARKSPUR,
ROSS",10/29/2019 12:33
"SAN RAFAEL
1108","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:20,"SAN ANSELMO,
FAIRFAX, ROSS,
SAN RAFAEL,
KENTFIELD",10/30/2019 15:00
"SAN RAFAEL
1109","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:25,SAN RAFAEL,10/28/2019 19:17
"SAN RAFAEL
1110",NON-HFTD,10/26/2019 20:25,SAN RAFAEL,10/29/2019 15:07
"SAN RAMON
2107*","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:17,"DUBLIN,
PLEASANTON,
CASTRO VALLEY,
SAN RAMON",10/28/2019 19:40
"SAN RAMON
2108*","TIER 3,
PARTIALLY
OUTSIDE HFTD",10/26/2019 21:05,"SAN RAMON,
CASTRO VALLEY,
MORAGA",10/28/2019 18:10
"SANTA ROSA A
1103",NON-HFTD,10/26/2019 19:50,SANTA ROSA,10/29/2019 12:53
"SANTA ROSA A
1104*","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 18:35,SANTA ROSA,10/31/2019 19:17
"SANTA ROSA A
1107*","TIER 3,
PARTIALLY
OUTSIDE HFTD",10/26/2019 18:43,SANTA ROSA,10/30/2019 14:04
"SANTA ROSA A
1108*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 19:40,SANTA ROSA,10/28/2019 11:25
"SANTA ROSA A
1111*","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 19:26,SANTA ROSA,10/31/2019 09:59
SARATOGA 1103*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:37,SARATOGA,10/28/2019 15:50
SARATOGA 1104*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:06,"SARATOGA, LOS
GATOS, MONTE
SERENO",10/28/2019 11:11
SARATOGA 1105*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:13,SARATOGA,10/28/2019 18:49
